hr_mean,hr_std,hr_slope,spo2_mean,spo2_std,spo2_slope,bp_sys_mean,bp_sys_std,motion_mean,motion_std,instability_index
79.18689454071617,1.5110579638207684,-0.09081177848718817,97.77289164639085,0.9975378341177392,0.00951276529828421,119.338876957985,4.951156229616537,0.20091591859969232,0.060541473180106734,7.459752027555044
79.17155159585396,1.5092098281770665,-0.0884646391510171,97.73312577097431,0.9313524155197114,0.030225030203584267,119.57560639541063,4.949871169489487,0.1989513138620529,0.061289484886791264,7.3904334131862655
79.0927108055735,1.4442937635039292,-0.07277521440200965,97.74292166914356,0.9351339557766948,0.03487358110902114,119.58974366270392,4.941099649550606,0.2016555195687996,0.06324429190280698,7.32052736883123
79.0416896677986,1.3823906640887542,-0.05064896093294726,97.79830644917102,0.9564425578972012,0.03956880968758206,119.20877998220445,4.5129573842119095,0.2007085760326463,0.06285154189137716,6.851790606197865
79.05416637544194,1.3891379656821516,-0.04097915417633692,97.85833440109819,0.9273271202392344,0.03367405277314438,119.33269713076402,4.585976088135815,0.20332632257235744,0.06263816549432605,6.9024411740572
78.98804779915807,1.2906050384667775,-0.015214795341042977,97.89802447781872,0.8779286543044234,0.01917837359752912,119.46880619157928,4.606358705270337,0.20518552791009229,0.0606554256017565,6.774892398041539
78.80553323334719,1.188903271930262,-0.006300955287077358,97.96287912675909,0.8355017589912868,0.011946764994343606,119.64509248790644,4.5718993877625556,0.20706812644492117,0.061609655955286,6.596304418684104
78.706862564045,1.2669319918724522,-0.0188304610812006,97.91585069814802,0.8572106147974206,0.006905634530164582,119.82814127157376,4.534880926237054,0.20617098827653504,0.061700199612013784,6.659023532906927
78.53052219468928,1.2134072301453291,-0.013973301423066093,97.9025118542329,0.850756056431468,0.012237706899187501,119.70948732257693,4.429134313262874,0.20415091011661154,0.06036423297892834,6.493297599839671
78.4959523139176,1.1343229780168946,0.020677127919037534,97.95411054461248,0.8032836328353941,0.002419844219398353,119.91379457781889,4.259097868879529,0.20471300339850815,0.05978815352043259,6.196704479731817
78.55943091131785,1.1926943474340397,0.03448225721757123,97.91733870556752,0.7837373079174211,0.00786237285092335,120.0592978074574,4.263334323139784,0.2011269610766434,0.059724578769072126,6.239765978491245
78.6229095087181,1.2449955947344007,0.04744006374769168,97.929156156909,0.780156393777858,0.004805019621119369,120.00179590044317,4.286331509486505,0.19832827931401967,0.05588486783456276,6.311483497998764
78.68638810611833,1.2919641217843396,0.059550547509401586,97.8615347549929,0.8457983452981812,-0.005377941082423221,119.95280563773991,4.288167212945736,0.19821854274287815,0.05592305943187318,6.425929680028257
78.72139625323653,1.3037963184404107,0.06521071346781898,97.78950323712635,0.7811050122214324,0.004048918061481553,119.96452313654378,4.286249210470312,0.1989470746295262,0.05521507227410743,6.371150541132155
78.74751463660171,1.3031839598132402,0.0648163782220186,97.76270342330221,0.7551638834836573,0.013642761598154439,119.89271857136008,4.269346721657259,0.19855339300343683,0.05539919178834429,6.3276945649541565
78.80273387153917,1.2592528907948886,0.051664043303063865,97.776982991299,0.7585953436791595,0.015989631427900955,119.64207580145231,4.273156554399092,0.19969497317734686,0.05579639097518956,6.29100478887314
78.85795310647667,1.2111311398258597,0.03777463294556655,97.77243356078196,0.7631363514919088,0.006190183696497026,119.33396180218209,4.305595421158455,0.19770693028366265,0.05580863422447743,6.279862912476224
78.9026916369328,1.1749249073372285,0.025316568766349745,97.88635100218843,0.7198360479460607,0.002553528812612173,119.54137262826929,4.242566933784161,0.19849649661405577,0.055576499854407664,6.13732788906745
78.94743016738897,1.1357452745749064,0.012261327317419395,97.88145028455604,0.7245853345192146,-0.0064773685457940045,119.62418844056702,4.247383965220137,0.19592954530762208,0.053530007298024214,6.107714574314258
79.07064097188054,1.1485847106940286,0.013797090670153759,97.92080319920117,0.750963097540644,-9.6455456081537e-05,119.55554025274566,4.156898572208672,0.194591517689285,0.055336901557986394,6.0564463804433455
79.12562699886867,1.1994260030210795,0.02780368712827759,97.96794899550196,0.7362472232177328,-0.003091365533829612,119.33457812655413,4.061569273883371,0.1950383156006171,0.0547062545941895,5.997242500122183
79.10969640087569,1.199892374243237,0.027350522662519146,97.95078331741024,0.7445959360870298,-0.007737972362628689,119.63139684294045,3.9156874800680836,0.19375426137555085,0.0536847160656245,5.86017579039835
79.09376580288271,1.2001398304217095,0.027110002441382428,98.00739861773194,0.8156892358636298,0.004902611666911999,119.66461645492735,3.9385067443776274,0.19631691415897337,0.05009164564211483,5.9543358106629665
79.14875182987085,1.247830410710001,0.04080792484830845,97.97510592273366,0.8438903827128655,-0.004447759995134831,120.06844963112842,3.5242428586253176,0.19841833862589528,0.05112035036715957,5.615963652048184
79.23249708880358,1.340750942912535,0.05933818767181424,98.02741114788144,0.8523956043765463,-0.002668219246493891,119.923018200318,3.606214208827294,0.19483354858429944,0.042789239013727456,5.799360756116375
79.34810299014018,1.4112072092745713,0.07015874794325126,98.05514206941731,0.8704895966324402,0.004584397701522601,119.63161761123887,3.1280985194388875,0.1960522356164917,0.04343942190694785,5.409795325345899
79.46370889147676,1.4689272718946362,0.0794361816117491,98.01805670746243,0.8771165537823404,0.0025696368357572144,119.85028978012615,3.0400557044498107,0.2009531346798398,0.045599997091503065,5.386099530126787
79.55127350706964,1.4795467548529135,0.08174314304949323,98.10081885337935,0.886012134794227,0.0037922663915738123,119.99054003219274,2.943636305780776,0.20091031490657912,0.04560431373316295,5.309195195427916
79.61356922518934,1.5001764609082517,0.08810932533584705,98.0454528902345,0.8525874400561666,0.010563884555312512,119.51545545886874,3.4164168387862253,0.2020764527641181,0.04595895004939339,5.769180739750643
79.6427118565961,1.4800883001282028,0.07485570389583157,98.05836228228664,0.8532629787079374,0.011139793283728631,119.79933731539928,3.137420220478407,0.20083470123586947,0.04629450914889156,5.470771499314548
79.65331533390903,1.4773878720283147,0.06999640220588849,98.06641135614751,0.8540159975623361,0.012170257065367007,120.27355166027967,3.6989965108535943,0.20381821278705128,0.051082968310440346,6.030400380444245
