hr_mean,hr_std,hr_slope,spo2_mean,spo2_std,spo2_slope,bp_sys_mean,bp_sys_std,motion_mean,motion_std,instability_index,anomaly_score,anomaly_flag,risk_score,confidence
79.18689454071617,1.5110579638207684,-0.0908117784871881,97.77289164639085,0.9975378341177392,0.0095127652982842,119.338876957985,4.951156229616537,0.2009159185996923,0.0605414731801067,7.459752027555044,0.2011910682775451,False,0,1.0
79.17155159585396,1.5092098281770665,-0.0884646391510171,97.73312577097433,0.9313524155197114,0.0302250302035842,119.57560639541065,4.949871169489487,0.1989513138620529,0.0612894848867912,7.3904334131862655,0.1913604309079271,False,0,1.0
79.0927108055735,1.4442937635039292,-0.0727752144020096,97.74292166914356,0.9351339557766948,0.0348735811090211,119.58974366270392,4.941099649550606,0.2016555195687996,0.0632442919028069,7.32052736883123,0.1852285767012696,False,0,1.0
79.0416896677986,1.3823906640887542,-0.0506489609329472,97.79830644917102,0.9564425578972012,0.039568809687582,119.20877998220443,4.5129573842119095,0.2007085760326463,0.0628515418913771,6.851790606197865,0.1827103253861727,False,0,1.0
79.05416637544194,1.3891379656821516,-0.0409791541763369,97.8583344010982,0.9273271202392344,0.0336740527731443,119.33269713076402,4.585976088135815,0.2033263225723574,0.062638165494326,6.9024411740572,0.1940517322789383,False,0,1.0
78.98804779915807,1.2906050384667775,-0.0152147953410429,97.89802447781872,0.8779286543044234,0.0191783735975291,119.46880619157928,4.606358705270337,0.2051855279100922,0.0606554256017565,6.774892398041539,0.2007731482450029,False,0,1.0
78.80553323334719,1.188903271930262,-0.0063009552870773,97.96287912675908,0.8355017589912868,0.0119467649943436,119.64509248790644,4.571899387762556,0.2070681264449211,0.061609655955286,6.596304418684104,0.2000217058888048,False,0,1.0
78.706862564045,1.2669319918724522,-0.0188304610812006,97.91585069814802,0.8572106147974206,0.0069056345301645,119.82814127157376,4.534880926237054,0.206170988276535,0.0617001996120137,6.659023532906927,0.201593434571291,False,0,1.0
78.53052219468928,1.2134072301453291,-0.013973301423066,97.9025118542329,0.850756056431468,0.0122377068991875,119.70948732257692,4.429134313262874,0.2041509101166115,0.0603642329789283,6.493297599839671,0.200840457752889,False,0,1.0
78.4959523139176,1.1343229780168946,0.0206771279190375,97.95411054461248,0.8032836328353941,0.0024198442193983,119.91379457781888,4.259097868879529,0.2047130033985081,0.0597881535204325,6.196704479731817,0.1942256865424022,False,0,1.0
78.55943091131785,1.1926943474340397,0.0344822572175712,97.91733870556752,0.7837373079174211,0.0078623728509233,120.0592978074574,4.263334323139784,0.2011269610766434,0.0597245787690721,6.239765978491245,0.2003739738926017,False,0,1.0
78.6229095087181,1.2449955947344007,0.0474400637476916,97.929156156909,0.780156393777858,0.0048050196211193,120.00179590044316,4.286331509486505,0.1983282793140196,0.0558848678345627,6.311483497998764,0.2105499804926018,False,0,1.0
78.68638810611833,1.2919641217843396,0.0595505475094015,97.8615347549929,0.8457983452981812,-0.0053779410824232,119.95280563773991,4.288167212945736,0.1982185427428781,0.0559230594318731,6.425929680028257,0.2154088772138342,False,0,1.0
78.72139625323653,1.3037963184404109,0.0652107134678189,97.78950323712635,0.7811050122214324,0.0040489180614815,119.96452313654378,4.286249210470312,0.1989470746295262,0.0552150722741074,6.371150541132155,0.2069226799844881,False,0,1.0
78.74751463660171,1.3031839598132402,0.0648163782220186,97.7627034233022,0.7551638834836573,0.0136427615981544,119.89271857136008,4.269346721657259,0.1985533930034368,0.0553991917883442,6.3276945649541565,0.2002384049929584,False,0,1.0
78.80273387153917,1.2592528907948886,0.0516640433030638,97.776982991299,0.7585953436791595,0.0159896314279009,119.64207580145232,4.273156554399092,0.1996949731773468,0.0557963909751895,6.29100478887314,0.2007788470320634,False,0,1.0
78.85795310647667,1.2111311398258595,0.0377746329455665,97.77243356078196,0.7631363514919088,0.006190183696497,119.33396180218207,4.305595421158455,0.1977069302836626,0.0558086342244774,6.279862912476224,0.2031949795992703,False,0,1.0
